text,label,label_text
@user Maybe Don Jr isn't dumb but wants to take revenge on his dad?,0,anger
@user the emoji movie doesnt have a midnight premiere where i live this is an attack #EmojiMovie #midnightpremeire #outrage,0,anger
Words cannot describe the sheer pain of the blisters caused by these new sandals. I am this close to going barefoot all the way home #grim,3,sadness
had noodles for tea\nyummmmmmy\n#yum #yummy #ddlg #abdl #chgl #noodles,1,joy
Prepare to suffer the sting of Ghost Rider's power! Prepare to know the true meaning of hell!,0,anger
@user Im terrific thanks.\nI hope you managed to get even if it's just 40 winks of 😴. It was a crushing defeat. He was so dejected,1,joy
@user @user Is it about rabid penguins on a plane,1,joy
@user  'out of his motherfucking mind'.... don't think anyone could say it any better. #terrifying #biggestcrybabyinhistory,0,anger
'....trying to work out how a band featuring Corin Tucker and Peter Buck (REM) could be so bad.' WAAHHHHH @user  #devastated,3,sadness
@user Gliese 581d #smile,1,joy
Just finished playing Mystic Messenger. And I didnt expect the amount of angst in it! 〒▽〒\n #mysticmessenger #feels,2,optimism
@user He will be jeered even more by next year. Doesn't seem to get it that every last European including Brits think he is dreadful,0,anger
how can u expect me to love something that makes me so unhappy? 😌,3,sadness
Some people are so irrational! #irritated 😒,0,anger
let's do an action for #AmaranthYatra  Stand against this type of #shamless #activity give a one voice to against #terrorism #india,2,optimism
@user @user Since when did someone break #chromecast for ALL MacBooks? PLS -We #despair at days wasted trying 2 make it work again,3,sadness
I'm so sorry\nfor so many things\nI never say it\nmy burden to bear\nSo tired of talking\neven dreams grow stale\nMadness a relief\nto my ?,3,sadness
@user @user Eng.R  u call a spade a spade if u were good lets all mourn but if you not pop a bottle and say good riddace,3,sadness
"- She was so #artistic, .. painting .. #smiles on every face but her own .. ■|",1,joy
"@user said, “Surely the #bitterness of #death is past.” [2/2]",2,optimism
@user @user Tory teachers I know are disillusioned by another 1%. There seem to be more sullen faces in the staff room.,3,sadness
LibertySeeds: realDonaldTrump LizCrokin Great #start for #MAGA ...,1,joy
its horribly gloomy out rn and im flourishing,3,sadness
"As included in the Villalta scale, people living with #PTS experienced heaviness of the leg and pretibial oedema. #ISTH2017",3,sadness
Post vacation blues are so real 😔,3,sadness
@user @user Rob is #bad,0,anger
"@user Well, thank you. Sincerely 😊",1,joy
No offense but I was team cap in civil war but I understood some of Tony's reasoning,2,optimism
@user Whats more sad are the adults who continue to do it afterwards,3,sadness
Don't be discouraged.,2,optimism
"@user Love your dogs...when I see how happy they are and my own dog, it helps me forget the crap. Thank you",1,joy
when you try your best but you don't suceed!!!😞😭😭😰😰😢😢#Sad #alone #tears #b #bored #boredtodeath,3,sadness
“The #optimist proclaims that we live in the best of all possible worlds; and the #pessimist fears this is true.” ~ James Branch Cabell,2,optimism
There is much in the world to make us #afraid. There is much more in our faith to make us #unafraid.,2,optimism
Shitty is the worst feeling ever #depressed #anxiety,3,sadness
"@user there would likely have been signs. But let her grieve. It's not your yen yen yen, after all.",3,sadness
"@user @user Americans do not spank their children, and they are a God fearing people who knows the biggest sin is hypocrisy.",2,optimism
Remain attached to God during your happiness and during your sadness.,2,optimism
Think of the amount of hatred necessary to commit this type of crime-it should be a capital offense.No bail.Laws were meant to protect.,0,anger
who knew magnus bane with teary eyes and trembling lips would be my downfall,3,sadness
see me #smiling at my #past like what was I thinking? \nFind #rest oh my #soul d #seas ń #storms still know HIS name. \n#JESUS\n#iLoveJesus,1,joy
@user increasingly I am. Corbyn would screw us with his ideology. Don't expect tories to do it through sheer incompetence. #grim,0,anger
PUPPY FOR ADOPTIONS !!! Happy pics!! Please SHARE for exposure! Put out the word to good adopter prospects!...,1,joy
Usually the things you are most #afraid of are the most #worthwhile. #FACT #TeamFollowBack #rocktheretweet,2,optimism
"Oh death, where is your sting?",3,sadness
New Lyft User? Use code to get credit: INVITES #Hey coupon clippers! #cheery #LyftNOW,1,joy
I need a sparkling bodysuit . No occasion. Just in case. It's my emergency sparkle suit .,1,joy
The wildest shit just happened at work I'm astounded,0,anger
"Today, no matter how desperate or dire your situation nothing is too difficult for God. (Jeremiah 32:27) #JustBreath #HeIsAble #Believe",2,optimism
"@user So she's saying that the mountain of verifiable evidence that says otherwise is all fake news? Well, there's a surprise! 🤣",1,joy
@user @user Christy is a bigger piece of shit then trump is and a bully.,0,anger
"Dirty Den returns, bursting forth from his grave to deliver a horrible vengeance.",0,anger
@user @user Ugh..hate Manarino got this game 😦,0,anger
@user The best of make up horror story...,1,joy
"Me: How much price for this poster of this sexy man? Sales Clerk: That's a mirror, sir.\n #LaughOutLoud",1,joy
@user @user No she incriminated herself with a multitude of felonies over her 2 1/2 decades of #terror on the US\n#MAGA\n#POTUS45,0,anger
@user @user @user FYI speed trap on I-75/I-475 NB.Changes to 50 Mph . Slow down or receive a $120 ticket in mail! #angry,0,anger
Why would Mourinho be talking about Lacazette??  He doesn't worry about other club's players.  That's Klopp and Wenger's job,0,anger
@user Wow you don't read mine? #offended,0,anger
Happy bday @user . You legit the big sister I never had 😌 have an amazing day dude 🙏🏽,1,joy
@user I remember when Ron Reagan said tear down that wall.  Trump is so afraid of 'others' he obviously doesn't feel safe.,0,anger
Looking for a Lyft ride? $50 free w/ Lyft Code: CLEO # MK #mirthful #LOVETOSAVEMONEY,1,joy
@user @user I'm fuming that you're fuming 🙄 #fuming,0,anger
@user Some jurono play very smart dont support truth but give opinion in a way tht ensures  government dont feel offended,0,anger
When coming up with banal text to add to things note that 'BE HAPPY' is a lot of god damn pressure!\n#depression #anxiety,3,sadness
"Stated at home the whole day, no eat, no enough sleep, chest and body aching. 😥",3,sadness
@user Wow I've just spotted the cutest human being alive #blessed 😍,1,joy
I fw @user he don't hesitate to speak his mind,2,optimism
"We join our sister's in #SA as they mourn the death of a bright star #PrudenceMabele. RIP sis, till we meet again. #AfriFem",3,sadness
.@AlistairBurtUK states that DfiD is working hard to ensure Palestine isn't funding terrorism #FCOQs,0,anger
"Note to self: stop going for 'just 1 drink' in the week, it's never just 1. #hurting",3,sadness
I'm legit in the worst mood ever. #annoyed #irritated,0,anger
@user @user did u take a fee for this instead of just pointing? #outrage #twitterfume,0,anger
@user Miss Gale I'd really really appreciate a follow back!! I'm one of your biggest fans!,1,joy
"Cold sores are the worst. The second you smile or laugh, it's over. Blood everywhere",3,sadness
@user Also never got me a replacement taxi so I was forced to get a new one and transport myself! #terrible #twohourwait #nohelp contd,0,anger
@user congratulations on becoming a senior lecturer! Well deserved 😄,1,joy
@user #TuesdayThoughts #horror damn it's tough to chose. But I will go to camp crystal lake but not as counselors😁,1,joy
That person that #TalksTooMuch it becomes fucking #frustrating &amp; you get #mad but u have to pretend ur interested cos ur a nice person,0,anger
"Wow that last chick was a bit intense, poor Freddie was a bit unnerved lol #NinjaWarriorAU",1,joy
Coming up on snap chat so add me asap MATEO_BKNY #snapchat,1,joy
"Once she said you are my world, now she is saying not only you exist in the earth. #pain  #heartbreaking",3,sadness
filled with sophisticated glum,3,sadness
"@user Please, please do something about her! Where's Kayleigh, Jack, Jeff? Ugh. #awful #doctor?",0,anger
@user @user Delusional.  Disgraceful.  Democrat.  Enough said.,0,anger
The Audacity of Rampant Government!  #threaten,0,anger
I'm so upset 😭,3,sadness
"@user happy birthday love!! 🎉🎁 i hope you're having the best day, i'm glad we met💕",1,joy
idk if i should be angry or happy that a local &amp; trusted online shop i've been following since 2015 is already doing wanna one g/o's KJDSAHK,0,anger
Some white folks were jumping in joy when they thought Floyd Mayweather was broke 😂,1,joy
Going to bed with dry and clean hair. #blessing,1,joy
You grieve for those who should not be grieved for;\n#KissablesLoveSMShopmag\nAllOutDenimFor KISSMARC,3,sadness
@user @user @user @user @user @user Since when was being 'fair to Scotland' a concern for the British state?,0,anger
Best thing about the #bossbaby film has to be the wizard alarm clock doing lotr quotes!,1,joy
If people tweeting about #loveisland we're as passionate about other topics the world would be a much better place! #dull,3,sadness
One day someone will change ur perspective from bitter to sweet from broken to complete,2,optimism
@user leave it kanna. same thing happened after Uri too. outrage and outrage until Sept 30. anyways re.. will be out today too.,0,anger
"Thankful 4 Mother Nature's help with the 'watering ', downside, my legs are protesting 😣 #ouch #snap #crackle #pop rice crispies 4 legs 😀",1,joy
"i know i have been ranting these for days,  but fuck how can they dub weightlifting so poorly?  😠",0,anger
"The Republicans need to offer a detailed and competitive plan, if they don't buy counter terrorism, or their own plan.",2,optimism
@user So funny!!!!!!!!! #lol   #clever,1,joy
@user @user Inexplicably well paid talking head who lectures in impenetrable consultu-speak #dire,0,anger
@user 5000 likes. There are 300 million people in the U.S. Ha. You are Real popular 😅,1,joy
Some days I feel like I'm going to accomplish everything I've ever dreamed.  Today is not one of those days #nomotivation #rainyday #gloomy,3,sadness
Poetry of love ❤️ #.I love you from my heart # I love you from my soul # I love you real # you are in my all things what can I do I'm shy oo,1,joy
@user LOL 😍 This show is so funny,1,joy
oh and my alarm should be going off soon for the doctor so that's fun,1,joy
@user Indeed 😲\nAlways a #worry for our #homeland #Gibraltar #Spain \n#Tale or #foretelling #future\n#great #short #story,2,optimism
"This the way I rage, \n\non sum wopstar shit ⭐️",0,anger
@user But his mannerisms are hilarious !!,1,joy
I'm changing the snowman's into awful looking monsters at night. Its so funny when their owners encounter them and scream!,1,joy
My heart is hurting because I had to pour my milk out because something was in it 😭,3,sadness
@user @user @user @user @user Being #gay is not an #insult,0,anger
@user all of this!If the GOP continues to back this mob connected man you will have tremendous regret in 2018 the voters will make sure,0,anger
@user Hats off your excellent Tetris like ability to pack 5000 passengers into a 2  carriage train on rush hour. #awkwardorgy #bitter,0,anger
"@user Ah that's a neat idea, will check that out - might makes me more depressed about my slowness tho 🤣",3,sadness
@user Exhausting for us. Imagine being so tightly wrapped that you're writing these 'think pieces' at such a furious rate. #medicated,0,anger
I am furious. It is nearly 1pm and we still haven't signed another player. #getyourchequebookoutchairman,0,anger
We cannot let @user #bully any #indiedev into paying them for a 'faster lane'. Most indie devs don't have these funds. But @user does!,0,anger
"@user don't #worry, froggy\nit will SOON be TIME for #FROGFEARFRIDAY!",2,optimism
We probably wouldn't #worry about what people think of us if we could know how seldom they do.,2,optimism
That morning when you get half-way to work and THEN realize the 4 year old is still in the back seat.  #backtrack,2,optimism
"@user 'my own mistakes?' Grisk asked - well, more of a growl 'My mistakes meant that I could /learn/ from them and improve!'",2,optimism
"@user @user That's a fucking outrage. Yeah, the frowny-face rating doesn't exactly cover it.",0,anger
@user @user @user McNabb at times started out bad the defense made plays the offense found rhythm,0,anger
"@user beyond a joke! So #furious right now you have left my niece, sister and brother inlaw completely in the dark! Crap customer service",0,anger
",, The solar eclipse was really cool.. #inspiring!",1,joy
Look at this little guy! He is connecting to his magical self.😇\nWhat do you do to keep life magical?🌈 @user #magical  #be,1,joy
@user Stop fearing and stop fearmongering. You are much better than that.,2,optimism
"Jordan is helping Arya hunt a moth, lifting her up to get it on the walls. it's super adorable. #kitten #boyfriend #adorable #hunting",1,joy
"Article 370 must be abolished. Human rights must be denied to these NGOs, Separatist n terrorists who advocate peace n terrorism. @user",0,anger
Definitely crying from the worst nightmare I've had in a awhile,3,sadness
I should've stayed in bed.,3,sadness
I hung up on my manager last night 😭,3,sadness
Accidentally looked directly into the solar eclipse. Didn't die. Didn't get superpowers either. #disappointing #SolarEclispe2017,3,sadness
"@user Most pathetic after service experience for Baleno servicing, #horrible Feel i have made a mistake buying",0,anger
mood: kinda bitter bc lee hi didn't appear in jaewon debut mv,0,anger
ha 🙃 ha 🙃 i just realised that i've never actually been to therapy and i still don't know if i'm depressed or just sad all the time,3,sadness
i leave in 3 days and just now remembered that my car has massaging seats :/ #crap,0,anger
"IK to PMLN: 'Darling, I will haunt you in your nightmares, dressed like a dream.' BEST THING EVER. #GameOverNawaz",1,joy
@user im sorry i voted jeans &lt;/3 u look banging who tf needs food anyway when ur a student existential dread feeds us,1,joy
Having a movie day with my favorite today 😄 god I love my lil goth bean.,1,joy
"The #eclipse is boring. Check out @user , or @user , or @user , or @user These shows aren't boring.",2,optimism
@user Not much room in there 😱,3,sadness
I want to be like Eunice. #relentless,2,optimism
"1 Samuel 18:15\nAnd when #Saul saw that he had great #success, he stood in #fearful #awe of him.",1,joy
@user Macron slips up and has a moment of clarity &amp; common sense...now he is a raging racist. Sounds right. #LiberalLogic,0,anger
"@user you are a joke bank. I despair at your complete lack of common sense. The UK however, gets it. WTF is wrong​ with you ?",0,anger
@user I try not offend too but tbh if anyone says anything bad about Aaron or Aaron stans that's when I start getting shitty 😂,0,anger
I rage quit on Minecraft and I deleted the game. #rage,0,anger
"On that note, petition to take HPE for .5 credits so your horrific grade in there matters less.  #ORUFreshmenAdvice",0,anger
OH YEON SO's kdrama is so nice and i am still in awe that she and dara are friends now.. hope they can have kdrama soon!,1,joy
There's nothing more #depressing to me than thinking about how many times I will shave my legs in my lifetime. #showerthoughts #writer,3,sadness
someone cheer me up,1,joy
Skyq is 👌🏼 but it's about time @user sorted there internet out! #dreadful,0,anger
I'm sorry but it just feels wrong to have an All-Star Game without #Bryzzo there. #depressing #ASG2017,3,sadness
Why do I get mad so easily 😐,0,anger
the teacher gave us assignment to write a letter on why we should bpe hired (hypothetically) and i'm having a mental breakdown &amp; anxiety,3,sadness
Chicks I don't even talk to look up to me. #flattered,1,joy
"The Majority is angry. Use of words like Kashmiriyat infuriate it further. Hope ministers, spokesmen weigh words ...",0,anger
"@user Yeah, his heart is evil and his speech reflected that.  Says a lot about your character that you find it 'awesome'.  How",0,anger
"Psalm 2:12 Kiss the Son, lest He be angry, And you perish in the way, When His wrath is kindled but a little.",0,anger
The excitement I get when I see tipping point is on tv is rather sad,3,sadness
"Don't be afraid of your fears. Their purpose is not to frighten you, but enlighten you and lead you into a better future. #dailycraig #fear",2,optimism
"@user wait, I saw this tweet and thought he was joking... He was serious?? 😂😂😂",0,anger
@user why is your phone and booking system so poor,0,anger
they think they're The Shit when they ain't shit gdi im bursting with anger,0,anger
I graduated yesterday and already had 8 family members asking what job I've got now 😂 #nightmare,3,sadness
"'First they #ignore you , then they #laugh at you , then they #fight you , then you #win' #Gandhi",2,optimism
Hey @user #imwearingyourshirt today!! #humbleandkind  #awesomeness #timmcgraw #wqmx @user @user @user,1,joy
Let's start all over again.....\n#feels #lover #happiness #loyalty #truth,1,joy
@user Genuine refugees are terrified of authority figures. They wouldn't provoke them like this mob.,0,anger
"In this state of #terror, you are far more susceptible to #addiction. 🤔\n\nAlso more likely to spend your #money in attempt to feel better.",0,anger
Getting up for work is so much harder when Charles doesn't have to 🙁,3,sadness
"@user Not just SATS. GCSE as well lost 5 marks because missed a coma, answer correct #annoyed",0,anger
Odd watching #Antifa extremists going full spectrum to become Fascists\n\n#Violence #Hate #angry #Clueless #YOUTH in mom's #basement come out,0,anger
"I just tore my 2nd meniscus in 2 months what the fuck have you accomplished. But seriously, reaching maniacal laughter pain/WTF, self?-ness",0,anger
Daniel killing her ex doeee🍫🍫🍫😛 #insecure,3,sadness
At least @user not turning up is not the most outrageous thing at #F1Live #Kaiserchiefs,0,anger
@user @user We need to get you out of there and relocated to somewhere that isn't afraid of sunshine.,2,optimism
Found out the peraon i liked wanted to that someone else #sadness,3,sadness
Don't be afraid to ask questions! He's real &amp; there's always a revelation.,2,optimism
@user @user @user nervous laughter ensues,1,joy
Does #fear of #Missions still have a hold on you? Are you so busy looking for opportunities you cannot see anything else? Matthew 10: 27-33,2,optimism
"@user The difference of being a third country in negotiations, as opposed to a member state, hasn't sunk in yet",0,anger
@user i cant wait for the day you release the album so that i can finally unleash my fury \n\ni hate this long ass hiatus ok afshdkflckakdbwi,0,anger
@user .@CrowGirl42 and I also! If you're over 105 wear whatever the hell you want! 😅,0,anger
Caroline FFS shut this whinging ‘Last Word Tom’ up!! He is unlikeable &amp; a smartass! His biases R boring! @user @user,0,anger
@user believe it! you can start your temper tantrum now/,0,anger
@user #F3Roswell #Preblast\nI've been handed the keys to Roswell Area Park. See you in the gloom. Be ready to slip &amp; slide at 0530,1,joy
@user @user 'I'm dismayed at the UK decision to pull out of the EU and I've urged May to rejoin' - EUropean leaders 😉,0,anger
Today I'm #grateful for\n\nMy car\nMy phone\nMy thumbs\nGoing on walks\n@Twitter \n\nWhat are you grateful for today?,1,joy
@user @user Interestingly shocking and sad! American Judiciary is seriously flawed!,3,sadness
@user @user yeah you have not been the perfect patient like I was #dread,0,anger
Trying not to be annoyed but I keep getting told I'm on lists for things and then everyone's on the list except for me 😞,3,sadness
@user Nope we don't have it. It's an #outrage,0,anger
@user Glad it went well 😄,1,joy
"@user Ha, sadly not: just the undying respect of your peers, I'm afraid...",3,sadness
reminds me a little of Monster (though on a tiny scale) and it has one of the most genuinely horrific villains I've ever seen,2,optimism
@user i know 😰,3,sadness
@user Let's see how many Republicans do more than feign outrage.,0,anger
@user @user Looking forward to the big fella's comeback... #furious,0,anger
@user may I ask a question please #scared,3,sadness
I keep it real.. sorry if you get offended 🤷🏽‍♂️,3,sadness
Lady singing really loudly with headphones on making everyone giggle @user #train #journey #smile,1,joy
Thousands of pickled certified ostrogoths ! #angry,0,anger
"Dating a skinny girl is fun though, anytime you get bored you start counting her ribs and measuring her spinal cord! #happy",1,joy
angry? the austrian in front of you is even angrier,0,anger
I really want a fucking knife that I'm not afraid to use!,0,anger
@user how can u have sold so many copies but ur game has so many fucking bugs and mad lag issues. Optimize ur shit soon.,0,anger
@user So are you saying there's a good chance that two teams might *gasp* finish last? One in the East and one in the West? #offended,0,anger
"@user no offense but one of my friend watches you and calls you his 'Synpie' which i have no idea why but, he watches your videos",1,joy
@user after you said an apple pie isn't naughty I really want Chris or  @user to say 'but a cream pie is' #naughymind #rage,0,anger
I've seen the innocence leave your eyes. I still mourn this death.,3,sadness
Seems like the only time spent sober these past few days was when I was sleeping. And even then I was waking up faded lol,1,joy
I'm fuming I wanted Hamez,0,anger
@user Why dont you have nothing #to. #insult #justajoke #seriously,0,anger
@user Delaney keeping up his awesome Manchester United transfer record...\n\n😂,1,joy
@user I woke up in dread too. #2017,3,sadness
House sitting for MIL. Feeding baby @ 3.45 and cat starts scratching at door. Mummy now needs a nappy :S #terrified #NeverAgain #nope,0,anger
No legit though this is my first ever experience and it's when I don't wear makeup so was pretty ironic tbh #giggle but no ta pal,1,joy
Looking up some phone prices online and it just saddens me even more 😧,3,sadness
3. There is already a lot of resentment against the coal miner and union crowd among the liberals. They are seen as racist and as having,0,anger
It's taking apart my lawn! GET OFF MY LAWN!,0,anger
Fuming with @user always awful customer service given. #fuming #angry #shitservice,0,anger
@user @user @user @user @user Bitch played every role she ever did exactly the same.  #dull,0,anger
Three more shifts then I start the next part of my tutorship in response #enjoyingthelastfewdays #excited #nervous #newchallanges,1,joy
@user I'm feeling bad for the family dog.  #nightmare,3,sadness
Just asked someone for help and to low key be my mentor #adulthood #anxiety,3,sadness
Stay angry.,0,anger
@user ... or have an earpiece that feeds him gruelling questions by an irate news editor :),0,anger
These guys really out here disrespecting women while their moms still be doing their laundry. 🤣,0,anger
@user @user @user @user I can't even find tickets anymore gunna call it a day and go cry in the corner I think 😭 lol,3,sadness
@user Every #girl #nightmare ha ha ha (~.~)!!,1,joy
this weather = my mood ☔ #miserable,3,sadness
"'I smile. I laugh. \nBut behind it, is a mysterious me.'",1,joy
"Daughter, her husband and kids caught a boatload of red snapper &amp; mackerel off Port Aransas... we enjoyed the #fish feast #delicious",1,joy
Fuck @user  Let us go for #splendid isolation !,0,anger
Mon the Blues! #origin #queenslandvsnsw #blues #hayneplane 🔵🔵🔵🔵🔵🔵🔵,1,joy
One chair is having the munchies. Are Alpacas edible? #afraid #WhattheFAC #SalientFAC #Salient2017,0,anger
@user #killerspresale - How is it fair that people have bought multiple tickets and are re-selling them at twice the price? #angry,0,anger
"Most condemn, some protest and few revenge, it takes guts. That's all. \r#AmarnathTerrorAttack #Hindu #Kashmir #RajnathSingh #Modi #Ninda",0,anger
@user 😂😂 i love ur angry comments,1,joy
"@user Sorry to burst your bubble, but opposition research is part of every political campaign.  Doesn't matter where it comes from.",3,sadness
"You want to know why I was laughing? It was a #solemn occasion, that's why. And she was always laughing, wasn't she? #VSS365",1,joy
@user Never a good experience at 919 E Fort Ave location. I never learn because I love chipotle #terrible #badservice,0,anger
"Damn twitter making everybody mad, it's hilarious 😂",1,joy
Love it when @user is laughing as hard at @user rif as I am! 😂 #crying 🤣🤣 #chateaubriand @user,1,joy
A good head and a good heart are always a formidable combination. (Nelson Mandela),2,optimism
@user #더쇼 #GOT7 #니가하면 rthrc #IFYOUDO #mad treeq,0,anger
"You can't change who people are, but you can love them #sadly",3,sadness
Hey @user would it be safe to assume that this is the most disappointing #madden in years in your opinion?,3,sadness
@user karamadai ranganatha. Pallikondeeswarar shiva. Some more avl. Dont outrage without reason @user,0,anger
13) mutual whos always online - @user bc we have to bully her to get to sleep,1,joy
@user @user U envying Blac Chyna money yet wanting donations urself 4 whiteman #gossip #snarl!,0,anger
"You still have hope Of being lonely, apart, not having a baby. #dismal",3,sadness
@user Unbelievable #arrogance to think you know better than #StephenHawking .,0,anger
Support your local #firefighters to help ensure they are able to carry out their job tonight without fear of attack or harassment. #nifrs,2,optimism
Before... I fear of not having you in my life... Now... I fear of letting you back into my life. #fears,3,sadness
One of my clients just said that my look reminded her of Kim Kardashian! Oh shoot hey now! Watch out...\nNot bad.. okay #flattered,1,joy
And this kind of thing happens bc certain ppl play victim bc of their gender which is horrid. Own up to your mistake and apologize for it.,0,anger
"I don't know why I'm like this but, whenever I see him, I just smile and feel happiness when he's around💕",1,joy
"All I want to do is sleep. My dreams are bizarre, but still an escape from my problems. Is this #anxiety, #depression, or both? #tiredoflife",3,sadness
"@user aw, you make me smile, too.😉😘",1,joy
It's so sad when you talk so highly of someone then they end up disappointing u and making u look like a pendeja,3,sadness
Is it okay to think you are going to die alone? #sadness,3,sadness
@user @user Fourth Visit in a row... Wow!!! Amazing as ever... Can't believe I can't go again... #whatpart... #brilliant 🦇,1,joy
Defin @user Worst.Internet.Service.Ever. The cancer of monopolies,0,anger
@user The Guptas is the middle man from hell. ..men with cigars sitting and plotting in the dark of night,0,anger
Can't sleep.. been awake for hours! Still haven't come up with an answer.. #stressed #cantsleep #sotired,3,sadness
@user homyghad 😢,3,sadness
I think I have to finally admit that I need to see a dentist 😢 little bit toothache last night 😓 #fear #scared #phobia,3,sadness
"@user Maybe don't nom so many raging dicks, Donny!  Jeez, it's like teaching a baby to fly a jet!",0,anger
@user @user @user watching the #totalsolareclipse on ur channels right now #amazing what's happening in the #usa,1,joy
@user yessss waiting for an epi is for the birds. it sucks. im waiting for walking dead new season😩,0,anger
Gutted for #andymurray. #sadness #balls #Wimbledon2017 🎾😬🎾,3,sadness
"Never stay silent or let anyone intimidate you into silence.  Lets make the world a better, safer place for kids #wallofsilence",2,optimism
@user Been there done that,1,joy
"@user Everyone in the world uses the word #terror so it serves his own purpose, that's not only in the #GCC the case...",3,sadness
@user Heeeeeey shilaaang 🙁,1,joy
Free yourself from the poisonous and laborious burden of holding a grudge. @user #quote,2,optimism
"@user #PrimeDay , free slurpee day at 7-11's,  national chicken day, i got some multitasking to do and squeeze in my dr. Appt 😧",1,joy
@user I hope didn't scare other people who owned this figure that he will move at midnight 😂,2,optimism
Things that rage me: when I hear a man ask a woman if she thinks her skirt/dress is too short\n\n😨😵😠😡😤 #shame #rage #Feminism #feminist,0,anger
@user Yeah funny and sexy 😍,1,joy
Real Q abt #DonaldTrumpJr mtg not being asked- did they show him proof of #trumpdossier &amp; threaten to blackmail #resistance #Putinspuppet,0,anger
Those people's #crying who don't usually cry is really #gloomy,3,sadness
Where did I go wrong?\nI lost a friend\nSomewhere along in the bitterness \n—,3,sadness
When one door closes another one opens #opportunity #growth #optimism,2,optimism
Featuring grilled halibut with a lime basil crust and a yellow tomato and lobster coulis #yummy #seafood,1,joy
"@user Off to jail with lots of other like minded muslims, with his koran, prayer mat, halal #islam = #terrorism",0,anger
The real question is why am I still up!? #cantsleep #restless,3,sadness
what will we do when #GoTS7 is over? im starting acknowledging  #endoftheworld #GameOfThrones #dontleaveusjustyet,3,sadness
Ugh @user really do have the worst customer service!!!!!!! #astounded,0,anger
Tomorrow should be interesting if info is being released re away priority &amp; Canalside membership! #outrage #htafc,0,anger
@user You bottled it and deleted the picture😩 #scared 🙈🙈,3,sadness
Low key Dro f*cked Molly like he had a point to prove lmao 😂 #InsecureHBOِ #insecure #MollyOutHereWreckingHomes #repeatcycle,0,anger
@user But sadly.. you are too busy with your new drama 😞,3,sadness
Happy birthday @user i miss you tons + i'm so excited to be back in florida to hear all about Turkey + to have our 🌮dates!! 💛🎉,1,joy
@user no air working in the 1sr carriage of the 18:03 from Victoria to Bognor. #boiling #southernfail,0,anger
Did they offend us and they want it to sound new?,0,anger
"@user @user It's what they'll be known for. Temper tantrums, obstruction, working against the American people.",0,anger
10/10 do not recommend burning your scalp in the sun. my parting is glowing red and it burns 😂 where’s a cap when you need one?,0,anger
Red Sox fans are #mad #onhere - it's almost like their All Star relief pitcher and 1st baseman both left with injuries in this game 🤷🏻‍♀️,0,anger
Having a 280 day snap streak end is heartbreaking,3,sadness
The second type of #anger is named 'settled and deliberate' and is a reaction to perceived deliberate harm or unfair treatment by others.,0,anger
Jock! Pakistani are Firing on loc without reason.They r Killing our Pilgrims. #PMO Thanks! V r safe! R V #warfools ? #fearing PAK nuke??,3,sadness
Today all India Bank strike? WTH. Was this announced? What's this strike for?,0,anger
"Christian, Christ is your sacrifice that turns aside the justly deserved wrath of God &amp; justly satisfied Gods righteous demands.",2,optimism
It's a #blessing to love it's a blessing to have someone to love,1,joy
"@user This isn't about the UK government, sadly: reading what I can of the article, it's coverage of the Irish law review.",3,sadness
Everytime I see Kirks face I get angry #LHHReunion,0,anger
I made a joke &amp; my boyfriend laughed but when I looked over he was actually laughing at a video on his phone #sad #&lt;/3 #hurting #brokenheart,3,sadness
Boom pagod 😡,0,anger
this time i really can't articulate how i feel... i am rendered speechless. #disheartened,3,sadness
@user use the F word as much as you need to. People may start to listen. :),2,optimism
@user @user This is such a pleasing color palette!,1,joy
Happy birthday @user ☹,1,joy
I went so deep into my thoughts that I started shaking. I real deal upset myself to that point of anxiousness.,3,sadness
"When people tell me they're a huge fan of #LordOfTheRings, but they've never read any of the books...\n\n#sadness #despair #misery #covfefe",3,sadness
met a cute virgo boy from maine. He shared his joints with me while we harmonized in a garden.,1,joy
@user thnx fan 😂,1,joy
@user Too true- my logic was blinded by outrage ......,0,anger
@user Humanist &amp; sailor!? 😂😂😂😂😂😂😂😂  You forgot to add big time loser! #arsehole 🇬🇧,0,anger
Goddamn fucking piece of shit panic attacks...,0,anger
Can't sleep!! Maybe #worry !!!!!! Or Maybe I need to Chang my pillow !! Maybe..!😏,3,sadness
She'll leave you with a smile,1,joy
Day 1 tom 😱,1,joy
Too many of us are not living our #dreams because we are living our #fears.,2,optimism
"The moment I joined BTS, I was nervous &amp; felt lost. I still have those feelings but whenever I do, the people who bring me back are you guys",3,sadness
Today's gloomy weather reminded me that winter is coming and then it'll be cold again for 7 months. #pessimist,3,sadness
@user An outrage,0,anger
I think #Saudis are responsible for most of the #islamic #terror in the world. Both with their #Wahhabism and by financing terrorists …,0,anger
@user Id argue that sakura space is the best of the franchise and its not on your list. #dissapointed,3,sadness
Can't pretend that I was perfect leaving you in fear #revenge 🔥🔥🔥,0,anger
@user I don't know my mouth was burning the whole time,3,sadness
Don't grieve over things so badly..,3,sadness
@user I didn't. We all went out and got pissed down the local instead. 😄,0,anger
Yes #depression &amp; #anxiety are real but so is bein #grateful &amp; #happiness \nI choose how i wanna live MY life not some disorder,3,sadness
A solitary rogue long hair now in my left ear? Its retreating from my head &amp; yet is relentless up my nose? Hair takes the piss...,0,anger
I'm so sick of that 'I'm done w. My ex na we're never getting back together' crap so You can get back together in like a month 😂,0,anger
